,Name,Processor,RAM,Operating System,Display Size,Warranty,Price,Rating,Brand,SSD,HDD,disk_drive,Ram,p_brand,Cores,processor_type,OS,display,touchscreen,graphic_card,Generation
462,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,42690,3.9,DELL,256,0,SSD,8,AMD,4,Ryzen 5,Windows,15.6,No,No,0
463,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
464,ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/4 TB SSD/Windows 11 Home...,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,399990,4.4,ASUS,4,0,SSD,32,Intel,9,i9,Windows,17.3,No,No,12
465,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,57490,4.1,DELL,512,0,SSD,8,Intel,5,i5,Windows,15.6,No,No,12
466,GIGABYTE G5 MD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,76990,4.8,GIGABYTE,512,0,SSD,16,Intel,5,i5,Windows,15.6,No,Yes,11
467,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,33990,4.2,Lenovo,256,0,SSD,8,Intel,3,i3,Windows,15.6,No,No,11
468,HP OMEN Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,74490,4.0,HP,512,0,SSD,8,AMD,5,Ryzen 5,Windows,16.1,No,Yes,0
469,Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,118045,4.0,Lenovo,512,0,SSD,16,Intel,7,i7,Windows,16.0,No,Yes,12
470,MSI Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-437IN Thin and Light Laptop,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,62990,4.3,MSI,512,0,SSD,8,Intel,5,i5,Windows,14.0,No,No,13
471,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
472,HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2057AU Thin ...,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,68490,4.4,HP,512,0,SSD,16,AMD,5,Ryzen 5,Windows,13.3,No,No,0
473,ASUS Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ520WS Thin and Light Lapto...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,57990,4.4,ASUS,512,0,SSD,8,AMD,5,Ryzen 5,Windows,14.0,Yes,No,0
474,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) ef20...,Intel Core i7 Processor (13th Gen),32 GB LPDDR4X RAM,64 bit Windows 11 Operating System,34.29 cm (13.5 Inch) Touchscreen Display,1 Year Onsite Warranty,144990,4.2,HP,1,0,SSD,32,Intel,7,i7,Windows,13.5,Yes,No,13
475,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15IAU7 Thin...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,93.01 cm (36.62 cm) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,39990,3.9,Lenovo,512,0,SSD,8,Intel,3,i3,Windows,36.62,No,No,12
476,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,54990,4.2,HP,512,0,SSD,8,AMD,5,Ryzen 5,Windows,15.6,No,No,0
477,HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,65990,4.7,HP,512,0,SSD,8,AMD,5,Ryzen 5,Windows,15.6,No,Yes,0
478,ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 306...,Intel Core i9 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,144990,4.4,ASUS,1,0,SSD,16,Intel,9,i9,Windows,15.6,No,Yes,11
479,Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,51500,4.3,Lenovo,512,0,SSD,8,Intel,5,i5,Windows,15.6,No,No,11
480,SAMSUNG Galaxy Book3 Core i7 Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin a...,Intel Core i7 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,89990,4.5,SAMSUNG,512,0,SSD,16,Intel,7,i7,Windows,15.6,No,No,13
481,DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/...,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,96.52 cm (38 cm) Display,1 Year Onsite Warranty,136990,4.1,DELL,1,0,SSD,16,AMD,9,Ryzen 9,Windows,38.0,No,Yes,0
482,ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) FX50...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,84990,4.8,ASUS,1,0,SSD,8,Intel,5,i5,Windows,15.6,No,Yes,11
483,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,18990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
484,DELL Vostro Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10) Vostro 3405 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inches) Display,1 Year Onsite Warranty,46490,4.2,DELL,512,0,SSD,8,AMD,4,Ryzen 5,Windows,14.0,No,No,0
485,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,87990,4.5,ASUS,512,0,SSD,8,AMD,7,Ryzen 7,Windows,15.6,No,Yes,0
486,DELL Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",35990,4.3,DELL,256,0,SSD,4,Intel,3,i3,Windows,14.0,No,No,10
487,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
488,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/4 GB ...,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,1 Year Onsite Warranty,182990,4.2,HP,1,0,SSD,32,Intel,7,i7,Windows,16.0,Yes,No,13
489,Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,97990,4.1,Lenovo,512,0,SSD,16,AMD,7,Ryzen 7,Windows,15.6,No,Yes,0
490,ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,34.04 cm (13.4 inch) Touchscreen Display,1 Year Onsite Warranty,95990,4.3,ASUS,512,0,SSD,16,Intel,5,i5,Windows,13.4,Yes,No,12
491,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,33990,4.2,Lenovo,256,0,SSD,8,Intel,3,i3,Windows,15.6,No,No,11
492,Lenovo IdeaPad 3 Intel Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and ...,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,1 Year Onsite�Warranty,27490,4.0,Lenovo,256,0,SSD,4,Intel,2,Celeron,Windows,14.0,No,No,4
494,HP Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Laptop,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,46990,4.2,HP,512,0,SSD,8,Intel,3,i3,Windows,15.6,No,No,13
495,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
496,acer Nitro 5 Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,75990,4.2,acer,512,0,SSD,8,AMD,5,Ryzen 5,Windows,15.6,No,Yes,0
497,Lenovo IdeaPad Flex 5 Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Lapto...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,91990,4.4,Lenovo,512,0,SSD,16,Intel,7,i7,Windows,14.0,Yes,No,11
498,ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,Windows 11 Operating System,36.83 cm (14.5 inch) Touchscreen Display,1 Year Onsite Warranty,144990,4.4,ASUS,1,0,SSD,32,Intel,9,i9,Windows,14.5,Yes,No,12
499,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15IAU7 Thin...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,93.01 cm (36.62 cm) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,39990,3.9,Lenovo,512,0,SSD,8,Intel,3,i3,Windows,36.62,No,No,12
500,HP Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0031AU Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,53499,4.2,HP,512,0,SSD,16,AMD,4,Ryzen 5,Windows,15.6,No,No,0
501,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,59990,4.5,ASUS,512,0,SSD,8,Intel,5,i5,Windows,15.6,No,Yes,10
502,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,189990,4.4,ASUS,1,0,SSD,16,AMD,9,Ryzen 9,Windows,15.6,No,Yes,0
503,Lenovo IdeaPad 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,51500,4.3,Lenovo,512,0,SSD,8,Intel,5,i5,Windows,15.6,No,No,11
504,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub Thin and...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,2 Years Warranty,44490,4.4,Lenovo,512,0,SSD,8,Intel,3,i3,Windows,15.6,No,No,11
505,MSI Core i7 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,74990,4.3,MSI,512,0,SSD,8,Intel,7,i7,Windows,15.6,No,No,13
506,ASUS Ryzen 7 Octa Core 5800H/HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,73990,4.4,ASUS,512,0,SSD,16,AMD,7,Ryzen 7,Windows,15.6,No,Yes,0
507,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
508,ASUS VivoBook Ultra Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB502TS...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,58990,4.5,ASUS,512,0,SSD,8,AMD,5,Ryzen 5,Windows,14.0,No,No,0
509,ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M3500QC-L1712WS Laptop,Intel Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 inch) Display,1 Year International Warranty,84419,4.4,ASUS,1,0,SSD,16,Intel,4,MT,Windows,15.6,No,Yes,0
510,DELL Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Notebook,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Onsite Warranty,55990,4.1,DELL,512,0,SSD,8,AMD,5,Ryzen 5,Windows,14.0,No,No,0
511,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Ligh...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,33990,4.2,Lenovo,256,0,SSD,8,Intel,3,i3,Windows,15.6,No,No,11
512,acer Extensa Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) EX215-54 Notebook,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,34990,4.2,acer,256,0,SSD,8,Intel,3,i3,Windows,15.6,No,No,11
513,HP Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,76198,4.2,HP,512,0,SSD,16,Intel,5,i5,Windows,15.6,No,No,13
514,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/4 GB ...,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,64 bit Windows 11 Operating System,40.64 cm (16 Inch) Touchscreen Display,1 Year Onsite Warranty,182990,4.2,HP,1,0,SSD,32,Intel,7,i7,Windows,16.0,Yes,No,13
515,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
516,ASUS Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK542WS Laptop,AMD Ryzen 5 Quad Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,35.56 cm (14 inch) Display,1 Year Warranty,53850,4.4,ASUS,512,0,SSD,16,AMD,4,Ryzen 5,Windows,14.0,No,No,0
517,HP OMEN Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,40.89 cm (16.1 inch) Display,1 Year Onsite Warranty,74490,4.0,HP,512,0,SSD,8,AMD,5,Ryzen 5,Windows,16.1,No,Yes,0
518,DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 T...,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,146990,4.1,DELL,1,0,SSD,16,AMD,7,Ryzen 7,Windows,15.6,No,Yes,0
519,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,18990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
520,ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Wi...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,99990,3.9,ASUS,512,0,SSD,16,Intel,5,i5,Windows,14.0,Yes,No,12
521,acer Nitro 5 Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,75990,4.2,acer,512,0,SSD,8,AMD,5,Ryzen 5,Windows,15.6,No,Yes,0
522,Lenovo IdeaPad Flex 5 Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Lapto...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,91990,4.4,Lenovo,512,0,SSD,16,Intel,7,i7,Windows,14.0,Yes,No,11
523,Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Carry in Warranty,53990,4.2,Lenovo,512,0,SSD,8,AMD,5,Ryzen 5,Windows,15.6,No,Yes,0
524,HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) ef20...,Intel Core i7 Processor (13th Gen),32 GB LPDDR4X RAM,64 bit Windows 11 Operating System,34.29 cm (13.5 Inch) Touchscreen Display,1 Year Onsite Warranty,144990,4.2,HP,1,0,SSD,32,Intel,7,i7,Windows,13.5,Yes,No,13
525,DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,54990,4.1,DELL,512,0,SSD,8,Intel,5,i5,Windows,15.6,No,No,11
526,SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin a...,Intel Core i5 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,79990,4.7,SAMSUNG,512,0,SSD,16,Intel,5,i5,Windows,15.6,No,No,13
527,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graph...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,52990,4.0,Lenovo,1,1,Both,8,AMD,5,Ryzen 5,Windows,15.6,No,No,0
528,DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz)...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,75990,4.4,DELL,512,0,SSD,16,Intel,5,i5,Windows,15.6,No,Yes,10
529,ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i9 12th Gen - (32 GB/1 TB SSD/Wind...,Intel Core i9 Processor (12th Gen),32 GB LPDDR5 RAM,Windows 11 Operating System,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,154990,4.6,ASUS,1,0,SSD,32,Intel,9,i9,Windows,14.0,Yes,No,12
530,DELL Inspiron Ryzen 7 Octa Core 5825U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,96.52 cm (38 cm) Display,1 Year Onsite Warranty,62490,3.9,DELL,512,0,SSD,8,AMD,7,Ryzen 7,Windows,38.0,No,No,0
531,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,MediaTek MT8788,4 GB LPDDR4 RAM,Prime OS Operating System,29.46 cm (11.6 Inch) Display,1 year walk-in warranty,16990,4.1,Primebook,0,0,Not available,4,MediaTek,0,MT,Prime,11.6,No,No,0
532,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 3000 ...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,62490,4.1,DELL,512,0,SSD,8,Intel,5,i5,Windows,15.6,No,Yes,11
